assembly_accession	assembly_name	taxon_id	organism_name	source_database	annotation_provider	access_url	file_format	release_date	retrieval_date	pipeline_name	pipeline_method	pipeline_version	last_modified_date	md5_checksum
GCF_047496725.1	ASM4749672v1	354296	Anoplolepis gracilipes	RefSeq	NCBI RefSeq	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/047/496/725/GCF_047496725.1_ASM4749672v1/GCF_047496725.1_ASM4749672v1_genomic.gff.gz	gff	2025-04-02	2025-09-09	NCBI eukaryotic genome annotation pipeline	Gnomon; cmsearch; tRNAscan-SE	10.3	2025-04-03	bfc42f47b870dc32ce5cc8c181516430
GCF_027596085.1	Afim_UVic_2022	229290	Anoplopoma fimbria	RefSeq	NCBI RefSeq	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/027/596/085/GCF_027596085.1_Afim_UVic_2022/GCF_027596085.1_Afim_UVic_2022_genomic.gff.gz	gff	2023-03-23	2025-09-09	NCBI eukaryotic genome annotation pipeline	Gnomon; cmsearch; tRNAscan-SE	10.1	2023-03-25	4eb2d3ab59e45981b858354dd6b6a780
GCF_040182565.1	Taihu_goose_T2T_genome	8845	Anser cygnoides	RefSeq	NCBI RefSeq	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/040/182/565/GCF_040182565.1_Taihu_goose_T2T_genome/GCF_040182565.1_Taihu_goose_T2T_genome_genomic.gff.gz	gff	2024-07-23	2025-09-09	NCBI eukaryotic genome annotation pipeline	Best-placed RefSeq; Gnomon; cmsearch; tRNAscan-SE	10.3	2024-08-02	6589a4ec50e24704999de5f53c2d96e0
GCF_016432865.1	AdamAnt_v2	38775	Antechinus flavipes	RefSeq	NCBI RefSeq	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/432/865/GCF_016432865.1_AdamAnt_v2/GCF_016432865.1_AdamAnt_v2_genomic.gff.gz	gff	2023-02-25	2025-09-09	NCBI eukaryotic genome annotation pipeline	Gnomon; cmsearch; tRNAscan-SE	10.1	2023-02-27	505a1c3589e46f30b9e0d5a9aa8e05ea
GCF_964355755.1	ecAntMedi1.1	105859	Antedon mediterranea	RefSeq	NCBI RefSeq	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/964/355/755/GCF_964355755.1_ecAntMedi1.1/GCF_964355755.1_ecAntMedi1.1_genomic.gff.gz	gff	2025-03-12	2025-09-09	NCBI eukaryotic genome annotation pipeline	Gnomon; cmsearch; tRNAscan-SE	10.3	2025-03-14	e21b40a720b745d5a7c74a885fcf08a5
GCF_040054535.1	ASM4005453v1	241820	Antennarius striatus	RefSeq	NCBI RefSeq	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/040/054/535/GCF_040054535.1_ASM4005453v1/GCF_040054535.1_ASM4005453v1_genomic.gff.gz	gff	2024-09-13	2025-09-09	NCBI eukaryotic genome annotation pipeline	Gnomon; cmsearch; tRNAscan-SE	10.3	2024-09-14	dc8c4bd75e1f198426e3b90e84da58fa
GCF_022605725.1	icAntGran1.3	2921223	Anthonomus grandis grandis	RefSeq	NCBI RefSeq	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/022/605/725/GCF_022605725.1_icAntGran1.3/GCF_022605725.1_icAntGran1.3_genomic.gff.gz	gff	2022-08-24	2025-09-09	NCBI eukaryotic genome annotation pipeline	Best-placed RefSeq; Gnomon	10.0	2022-09-01	7d42c4b82487bbdae0a8f81f61d7eda3
GCF_041296385.1	UR_Acoe_1.0	39617	Aphelocoma coerulescens	RefSeq	NCBI RefSeq	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/041/296/385/GCF_041296385.1_UR_Acoe_1.0/GCF_041296385.1_UR_Acoe_1.0_genomic.gff.gz	gff	2024-10-04	2025-09-09	NCBI eukaryotic genome annotation pipeline	Gnomon; cmsearch; tRNAscan-SE	10.3	2024-10-06	22b436fd1206cef8502bcdc85a1acecb
GCF_014905175.1	ASM1490517v1	684658	Aphidius gifuensis	RefSeq	NCBI RefSeq	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/905/175/GCF_014905175.1_ASM1490517v1/GCF_014905175.1_ASM1490517v1_genomic.gff.gz	gff	2021-09-24	2025-09-09	NCBI eukaryotic genome annotation pipeline	Best-placed RefSeq; Gnomon	9.0	2021-10-07	478aa6945664be3524fdba7f10ed92e6
GCF_020184175.1	ASM2018417v2	80765	Aphis gossypii	RefSeq	NCBI RefSeq	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/184/175/GCF_020184175.1_ASM2018417v2/GCF_020184175.1_ASM2018417v2_genomic.gff.gz	gff	2022-08-17	2025-09-09	NCBI eukaryotic genome annotation pipeline	Best-placed RefSeq; Gnomon	10.0	2022-08-22	c39a9c36ff9f12d2f521404003e858af
GCF_029169275.1	AcerK_1.0	7461	Apis cerana	RefSeq	NCBI RefSeq	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/029/169/275/GCF_029169275.1_AcerK_1.0/GCF_029169275.1_AcerK_1.0_genomic.gff.gz	gff	2023-12-06	2025-09-09	NCBI eukaryotic genome annotation pipeline	Best-placed RefSeq; Gnomon; cmsearch; tRNAscan-SE	10.2	2024-01-04	b5fa66f83e6f1c7af992bf39590474ab
GCF_003254395.2	Amel_HAv3.1	7460	Apis mellifera	RefSeq	NCBI RefSeq	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/254/395/GCF_003254395.2_Amel_HAv3.1/GCF_003254395.2_Amel_HAv3.1_genomic.gff.gz	gff	2018-09-13	2025-09-09	NCBI eukaryotic genome annotation pipeline	Best-placed RefSeq; Gnomon	8.1	2022-09-30	3d4826d3d6fe1946c428651e2621533e
GCF_009905375.1	ASM990537v1	4045	Apium graveolens	RefSeq	NCBI RefSeq	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/905/375/GCF_009905375.1_ASM990537v1/GCF_009905375.1_ASM990537v1_genomic.gff.gz	gff	2025-06-04	2025-09-09	NCBI eukaryotic genome annotation pipeline	Gnomon; cmsearch; tRNAscan-SE	10.4	2025-06-18	f8bf58b1ed335da9614c116416c2f215
GCF_947179515.1	mApoSyl1.1	10129	Apodemus sylvaticus	RefSeq	NCBI RefSeq	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/947/179/515/GCF_947179515.1_mApoSyl1.1/GCF_947179515.1_mApoSyl1.1_genomic.gff.gz	gff	2023-02-25	2025-09-09	NCBI eukaryotic genome annotation pipeline	Gnomon; cmsearch; tRNAscan-SE	10.1	2023-02-27	693a6bc7af68782670394a2274ff9e31
GCF_037975245.1	ASM3797524v1	307972	Apostichopus japonicus	RefSeq	NCBI RefSeq	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/037/975/245/GCF_037975245.1_ASM3797524v1/GCF_037975245.1_ASM3797524v1_genomic.gff.gz	gff	2025-03-05	2025-09-09	NCBI eukaryotic genome annotation pipeline	Gnomon; cmsearch; tRNAscan-SE	10.3	2025-03-07	b7444f7f5a00cd00825d46bbd5874c42
GCF_965638725.1	bAptPat1.pri.cur	9234	Aptenodytes patagonicus	RefSeq	NCBI RefSeq	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/965/638/725/GCF_965638725.1_bAptPat1.pri.cur/GCF_965638725.1_bAptPat1.pri.cur_genomic.gff.gz	gff	2025-08-21	2025-09-09	NCBI eukaryotic genome annotation pipeline	Gnomon; cmsearch; tRNAscan-SE	10.5	2025-08-23	e4e898fad5ae2ee0494d6ca3022d9335
GCF_036417845.1	bAptMan1.hap1	2696672	Apteryx mantelli	RefSeq	NCBI RefSeq	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/036/417/845/GCF_036417845.1_bAptMan1.hap1/GCF_036417845.1_bAptMan1.hap1_genomic.gff.gz	gff	2024-08-08	2025-09-09	NCBI eukaryotic genome annotation pipeline	Best-placed RefSeq; Gnomon; cmsearch; tRNAscan-SE	10.3	2024-08-16	49fda2d6bea31ef31a8fd7b08734a2e4
GCF_020740795.1	bApuApu2.pri.cur	8895	Apus apus	RefSeq	NCBI RefSeq	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/740/795/GCF_020740795.1_bApuApu2.pri.cur/GCF_020740795.1_bApuApu2.pri.cur_genomic.gff.gz	gff	2023-02-26	2025-09-09	NCBI eukaryotic genome annotation pipeline	Gnomon; cmsearch; tRNAscan-SE	10.1	2023-02-27	9642cb311ae2cc34776729dfbc26fb13
GCF_042186555.1	ASM4218655v1	8400	Aquarana catesbeiana	RefSeq	NCBI RefSeq	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/042/186/555/GCF_042186555.1_ASM4218655v1/GCF_042186555.1_ASM4218655v1_genomic.gff.gz	gff	2025-04-24	2025-09-09	NCBI eukaryotic genome annotation pipeline	Gnomon; cmsearch; tRNAscan-SE	10.3	2025-05-01	94bb66986acfc8d409cecccacd196a21
GCF_900496995.4	bAquChr1.4	223781	Aquila chrysaetos chrysaetos	RefSeq	NCBI RefSeq	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/496/995/GCF_900496995.4_bAquChr1.4/GCF_900496995.4_bAquChr1.4_genomic.gff.gz	gff	2021-04-28	2025-09-09	NCBI eukaryotic genome annotation pipeline	Best-placed RefSeq; Gnomon	8.6	2021-05-06	8cd72890c32096fcc44d9b086b24e131
GCF_000001735.4	TAIR10.1	3702	Arabidopsis thaliana	RefSeq	TAIR and Araport	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/001/735/GCF_000001735.4_TAIR10.1/GCF_000001735.4_TAIR10.1_genomic.gff.gz	gff	2022-10-20	2025-09-09	Eukaryotic Annotation Propagation Pipeline			2023-06-16	373a2f1b047a198abe5367800375fbe6
GCF_000817695.3	aradu.V14167.gnm2.J7QH	130453	Arachis duranensis	RefSeq	NCBI RefSeq	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/817/695/GCF_000817695.3_aradu.V14167.gnm2.J7QH/GCF_000817695.3_aradu.V14167.gnm2.J7QH_genomic.gff.gz	gff	2023-02-09	2025-09-09	NCBI eukaryotic genome annotation pipeline	Best-placed RefSeq; Gnomon; cmsearch; tRNAscan-SE	10.1	2023-06-12	a131acc383395f555eecf90d3b269531
GCF_003086295.3	arahy.Tifrunner.gnm2.J5K5	3818	Arachis hypogaea	RefSeq	NCBI RefSeq	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/086/295/GCF_003086295.3_arahy.Tifrunner.gnm2.J5K5/GCF_003086295.3_arahy.Tifrunner.gnm2.J5K5_genomic.gff.gz	gff	2025-02-27	2025-09-09	NCBI eukaryotic genome annotation pipeline	Best-placed RefSeq; Gnomon; cmsearch; tRNAscan-SE	10.3	2025-03-19	656295a04c7af448cfe30f99a46b45ee
GCF_000816755.2	Araip1.1	130454	Arachis ipaensis	RefSeq	NCBI RefSeq	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/816/755/GCF_000816755.2_Araip1.1/GCF_000816755.2_Araip1.1_genomic.gff.gz	gff	2017-05-02	2025-09-09	NCBI eukaryotic genome annotation pipeline	Best-placed RefSeq; Gnomon	7.4	2019-12-11	f1b012b5dcf4e0c164c4610fa5dc7f65
GCF_014773155.1	arast.V10309.gnm1.PFL2	217475	Arachis stenosperma	RefSeq	NCBI RefSeq	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/773/155/GCF_014773155.1_arast.V10309.gnm1.PFL2/GCF_014773155.1_arast.V10309.gnm1.PFL2_genomic.gff.gz	gff	2023-06-30	2025-09-09	NCBI eukaryotic genome annotation pipeline	Gnomon; cmsearch; tRNAscan-SE	10.1	2023-07-05	ae1fdbb3eb3e19b94aed1a596901f0a1
GCF_007364275.1	fArcCen1	63155	Archocentrus centrarchus	RefSeq	NCBI RefSeq	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/364/275/GCF_007364275.1_fArcCen1/GCF_007364275.1_fArcCen1_genomic.gff.gz	gff	2025-07-09	2025-09-09	NCBI eukaryotic genome annotation pipeline	Gnomon; cmsearch; tRNAscan-SE	10.4	2025-07-10	bf47b2b9bf2573828162ea184164afd6
GCF_933775445.1	drPotAnse1.1	57926	Argentina anserina	RefSeq	NCBI RefSeq	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/933/775/445/GCF_933775445.1_drPotAnse1.1/GCF_933775445.1_drPotAnse1.1_genomic.gff.gz	gff	2024-04-02	2025-09-09	NCBI eukaryotic genome annotation pipeline	Gnomon; cmsearch; tRNAscan-SE	10.2	2024-04-03	ef1c442299d7a4c0031740dceff8ba30
GCF_947563725.1	qqArgBrue1.1	94029	Argiope bruennichi	RefSeq	NCBI RefSeq	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/947/563/725/GCF_947563725.1_qqArgBrue1.1/GCF_947563725.1_qqArgBrue1.1_genomic.gff.gz	gff	2023-05-10	2025-09-09	NCBI eukaryotic genome annotation pipeline	Gnomon; cmsearch; tRNAscan-SE	10.1	2023-05-12	a0abd1620ea8046a8f5e2e44192d7c42
GCF_041381155.1	Ai_NY	31199	Argopecten irradians	RefSeq	NCBI RefSeq	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/041/381/155/GCF_041381155.1_Ai_NY/GCF_041381155.1_Ai_NY_genomic.gff.gz	gff	2024-10-11	2025-09-09	NCBI eukaryotic genome annotation pipeline	Gnomon; cmsearch; tRNAscan-SE	10.3	2024-10-18	3c409babfa8d9956dd81b7c499cf004e
GCF_905147365.1	ilAriAges1.1	91739	Aricia agestis	RefSeq	NCBI RefSeq	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/905/147/365/GCF_905147365.1_ilAriAges1.1/GCF_905147365.1_ilAriAges1.1_genomic.gff.gz	gff	2021-06-24	2025-09-09	NCBI eukaryotic genome annotation pipeline	Best-placed RefSeq; Gnomon	9.0	2021-06-27	00fa056db240973238650fb9f8824a3d
GCF_024139115.2	GZ_Asu_2	124917	Armigeres subalbatus	RefSeq	NCBI RefSeq	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/139/115/GCF_024139115.2_GZ_Asu_2/GCF_024139115.2_GZ_Asu_2_genomic.gff.gz	gff	2024-02-01	2025-09-09	NCBI eukaryotic genome annotation pipeline	Gnomon; cmsearch; tRNAscan-SE	10.2	2024-02-06	31ae4cef340f70d44f953b9d445dfd3a
GCF_032884065.1	ASM3288406v1	6661	Artemia franciscana	RefSeq	NCBI RefSeq	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/032/884/065/GCF_032884065.1_ASM3288406v1/GCF_032884065.1_ASM3288406v1_genomic.gff.gz	gff	2024-06-06	2025-09-09	NCBI eukaryotic genome annotation pipeline	Gnomon; cmsearch; tRNAscan-SE	10.2	2024-06-13	432e4bd429d209b1da47cd269ecf10a0
GCF_011762505.1	mArvNil1.pat.X	61156	Arvicanthis niloticus	RefSeq	NCBI RefSeq	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/011/762/505/GCF_011762505.1_mArvNil1.pat.X/GCF_011762505.1_mArvNil1.pat.X_genomic.gff.gz	gff	2020-05-13	2025-09-09	NCBI eukaryotic genome annotation pipeline	Best-placed RefSeq; Gnomon	8.4	2022-09-28	8bb7a9b1385c23cdffac16d40aa96686
GCF_903992535.2	mArvAmp1.2	1047088	Arvicola amphibius	RefSeq	NCBI RefSeq	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/903/992/535/GCF_903992535.2_mArvAmp1.2/GCF_903992535.2_mArvAmp1.2_genomic.gff.gz	gff	2021-06-11	2025-09-09	NCBI eukaryotic genome annotation pipeline	Best-placed RefSeq; Gnomon	9.0	2021-06-15	8f1ad925d06b6d5f8a87dbd5e71f5a35
GCF_040206685.1	aAscTru1.hap1	8439	Ascaphus truei	RefSeq	NCBI RefSeq	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/040/206/685/GCF_040206685.1_aAscTru1.hap1/GCF_040206685.1_aAscTru1.hap1_genomic.gff.gz	gff	2025-07-16	2025-09-09	NCBI eukaryotic genome annotation pipeline	Gnomon; cmsearch; tRNAscan-SE	10.4	2025-07-23	53babf9c0e13018c4c01d9ba49f1b18a
GCF_004011695.2	ASM401169v2	5454	Ascochyta rabiei	RefSeq	Curtin University	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/011/695/GCF_004011695.2_ASM401169v2/GCF_004011695.2_ASM401169v2_genomic.gff.gz	gff	2023-09-19	2025-09-09	Eukaryotic Annotation Propagation Pipeline			2023-09-19	9b547e4e85f4b32b846b8b1383091172
GCF_001876935.1	Aspof.V1	4686	Asparagus officinalis	RefSeq	NCBI RefSeq	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/876/935/GCF_001876935.1_Aspof.V1/GCF_001876935.1_Aspof.V1_genomic.gff.gz	gff	2017-02-24	2025-09-09	NCBI eukaryotic genome annotation pipeline	Best-placed RefSeq; Gnomon	7.3	2019-11-07	6d6797673eaa1feaceba3ea8b777a0bf
GCF_016861735.1	AchevalieriM1_assembly01	182096	Aspergillus chevalieri	RefSeq	Fermentation Microbiology, Education and Research Center for Fermentation Studies, Faculty of Agriculture, Kagoshima University	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/861/735/GCF_016861735.1_AchevalieriM1_assembly01/GCF_016861735.1_AchevalieriM1_assembly01_genomic.gff.gz	gff	2025-02-22	2025-09-09	Eukaryotic Annotation Propagation Pipeline			2025-02-23	b67c73a5a7d43439522d9e256ae502b9
GCF_009017415.1	ASM901741v1	5059	Aspergillus flavus	RefSeq	University of California, Berkeley	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/017/415/GCF_009017415.1_ASM901741v1/GCF_009017415.1_ASM901741v1_genomic.gff.gz	gff	2025-02-19	2025-09-09	Eukaryotic Annotation Propagation Pipeline			2025-02-20	b818729261741c4c3a140bbfe2625dd1
GCF_000002655.1	ASM265v1	330879	Aspergillus fumigatus Af293	RefSeq	J. Craig Venter Institute	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/002/655/GCF_000002655.1_ASM265v1/GCF_000002655.1_ASM265v1_genomic.gff.gz	gff	2025-07-14	2025-09-09	Eukaryotic Annotation Propagation Pipeline			2025-09-04	56ee83924e64fdd9d56ceb45a9f69bff
GCF_016861625.1	AkawachiiIFO4308_assembly01	1069201	Aspergillus luchuensis	RefSeq	Fermentation Microbiology, Education and Research Center for Fermentation Studies, Faculty of Agriculture, Kagoshima University	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/861/625/GCF_016861625.1_AkawachiiIFO4308_assembly01/GCF_016861625.1_AkawachiiIFO4308_assembly01_genomic.gff.gz	gff	2025-02-22	2025-09-09	Eukaryotic Annotation Propagation Pipeline			2025-02-23	ab9309965192c7dbf457d8600c563722
GCF_000011425.1	ASM1142v1	227321	Aspergillus nidulans FGSC A4	RefSeq	Eurofungbase (Eurofung)	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/011/425/GCF_000011425.1_ASM1142v1/GCF_000011425.1_ASM1142v1_genomic.gff.gz	gff	2023-04-13	2025-09-09	Eukaryotic Annotation Propagation Pipeline			2023-06-24	ef7cc98a06a5823c44b37f68c90a0814
GCF_000184455.2	ASM18445v3	510516	Aspergillus oryzae RIB40	RefSeq	National Institute of Technology and Evaluation (NITE), Japan	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/184/455/GCF_000184455.2_ASM18445v3/GCF_000184455.2_ASM18445v3_genomic.gff.gz	gff	2025-02-21	2025-09-09	Eukaryotic Annotation Propagation Pipeline			2025-02-22	a306f7cbafbdd73c7bb2af33babb4b1e
GCF_016861865.1	ApuulaauensisMK2_assembly01	1220207	Aspergillus puulaauensis	RefSeq	Fermentation Microbiology, Education and Research Center for Fermentation Studies, Faculty of Agriculture, Kagoshima University	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/861/865/GCF_016861865.1_ApuulaauensisMK2_assembly01/GCF_016861865.1_ApuulaauensisMK2_assembly01_genomic.gff.gz	gff	2025-02-22	2025-09-09	Eukaryotic Annotation Propagation Pipeline			2025-02-23	3549be67106d0317dab853a136cd5fe4
GCF_900246225.1	fAstCal1.2	8154	Astatotilapia calliptera	RefSeq	NCBI RefSeq	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/246/225/GCF_900246225.1_fAstCal1.2/GCF_900246225.1_fAstCal1.2_genomic.gff.gz	gff	2025-07-17	2025-09-09	NCBI eukaryotic genome annotation pipeline	Gnomon; cmsearch; tRNAscan-SE	10.4	2025-07-21	bf25b2a1e0bdb564c3f91d6b10ab12af
GCF_032118995.1	ASM3211899v1	7602	Asterias amurensis	RefSeq	NCBI RefSeq	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/032/118/995/GCF_032118995.1_ASM3211899v1/GCF_032118995.1_ASM3211899v1_genomic.gff.gz	gff	2025-03-06	2025-09-09	NCBI eukaryotic genome annotation pipeline	Gnomon; cmsearch; tRNAscan-SE	10.3	2025-03-07	4ef2e3d4c5d1b02646e65b56d97ce9a2
GCF_902459465.1	eAstRub1.3	7604	Asterias rubens	RefSeq	NCBI RefSeq	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/459/465/GCF_902459465.1_eAstRub1.3/GCF_902459465.1_eAstRub1.3_genomic.gff.gz	gff	2020-04-21	2025-09-09	NCBI eukaryotic genome annotation pipeline	Best-placed RefSeq; Gnomon	8.4	2022-09-28	c4e82074f7a8f1845a89e9c397b5cd13
GCF_929443795.1	bAccGen1.1	8957	Astur gentilis	RefSeq	NCBI RefSeq	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/929/443/795/GCF_929443795.1_bAccGen1.1/GCF_929443795.1_bAccGen1.1_genomic.gff.gz	gff	2023-02-26	2025-09-09	NCBI eukaryotic genome annotation pipeline	Gnomon; cmsearch; tRNAscan-SE	10.1	2023-02-27	09455d5f089da9db13247ed25adb9d4d
GCF_023375975.1	AstMex3_surface	7994	Astyanax mexicanus	RefSeq	NCBI RefSeq	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/375/975/GCF_023375975.1_AstMex3_surface/GCF_023375975.1_AstMex3_surface_genomic.gff.gz	gff	2022-07-06	2025-09-09	NCBI eukaryotic genome annotation pipeline	Best-placed RefSeq; Gnomon	10.0	2022-07-22	4b39a00008af7509846362b9b4302a2c
GCF_917208135.1	iyAthRosa1.1	37344	Athalia rosae	RefSeq	NCBI RefSeq	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/917/208/135/GCF_917208135.1_iyAthRosa1.1/GCF_917208135.1_iyAthRosa1.1_genomic.gff.gz	gff	2022-06-08	2025-09-09	NCBI eukaryotic genome annotation pipeline	Best-placed RefSeq; Gnomon	9.0	2022-06-12	e48a7f1acad2fc3612de4422a42e8155
GCF_965140245.1	bAthNoc1.hap1.1	126797	Athene noctua	RefSeq	NCBI RefSeq	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/965/140/245/GCF_965140245.1_bAthNoc1.hap1.1/GCF_965140245.1_bAthNoc1.hap1.1_genomic.gff.gz	gff	2025-06-27	2025-09-09	NCBI eukaryotic genome annotation pipeline	Gnomon; cmsearch; tRNAscan-SE	10.4	2025-07-02	fcf6190fc98663a1734977b76a304109
GCF_035610405.1	ASM3561040v1	291208	Australozyma saopauloensis	RefSeq	Peking Union Medical College Hospital	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/035/610/405/GCF_035610405.1_ASM3561040v1/GCF_035610405.1_ASM3561040v1_genomic.gff.gz	gff	2024-02-14	2025-09-09	Eukaryotic Annotation Propagation Pipeline			2024-09-04	7770c5d71557e28fca2ad4c693e0f4a7
GCF_009819795.1	bAytFul2.pri	219594	Aythya fuligula	RefSeq	NCBI RefSeq	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/819/795/GCF_009819795.1_bAytFul2.pri/GCF_009819795.1_bAytFul2.pri_genomic.gff.gz	gff	2020-01-23	2025-09-09	NCBI eukaryotic genome annotation pipeline	Best-placed RefSeq; Gnomon	8.3	2022-09-28	3c94a55f60d6376ca62bd1f333c076ae
GCF_000981445.1	Bbig001	5866	Babesia bigemina	RefSeq	NCBI RefSeq	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/981/445/GCF_000981445.1_Bbig001/GCF_000981445.1_Bbig001_genomic.gff.gz	gff	2015-06-16	2025-09-09				2023-06-20	daf016b680a181bcb1b442e88a4e60de
GCF_000165395.2	ASM16539v2	484906	Babesia bovis T2Bo	RefSeq	The J. Craig Venter Institute	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/165/395/GCF_000165395.2_ASM16539v2/GCF_000165395.2_ASM16539v2_genomic.gff.gz	gff	2022-11-03	2025-09-09	Eukaryotic Annotation Propagation Pipeline			2023-06-24	c1ea4d61e2d18710ae6d193228f64120
GCF_028658345.1	Bduncani_v1	323732	Babesia duncani	RefSeq	University of California	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/028/658/345/GCF_028658345.1_Bduncani_v1/GCF_028658345.1_Bduncani_v1_genomic.gff.gz	gff	2024-08-29	2025-09-09	Eukaryotic Annotation Propagation Pipeline			2024-08-30	f1b5f5d305100001178e835be4c0006f
GCF_000691945.2	ASM69194v2	1133968	Babesia microti strain RI	RefSeq	Centre National de Sequencage GENOSCOPE	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/691/945/GCF_000691945.2_ASM69194v2/GCF_000691945.2_ASM69194v2_genomic.gff.gz	gff	2023-04-04	2025-09-09	Eukaryotic Annotation Propagation Pipeline			2023-06-20	d6c9d657426ac06b8b81c8c8a9297341
GCF_041734735.1	ASM4173473v1	304850	Babylonia areolata	RefSeq	NCBI RefSeq	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/041/734/735/GCF_041734735.1_ASM4173473v1/GCF_041734735.1_ASM4173473v1_genomic.gff.gz	gff	2025-08-27	2025-09-09	NCBI eukaryotic genome annotation pipeline	Gnomon; cmsearch; tRNAscan-SE	10.5	2025-09-03	d8b657ed8014eb972857bd5d318ec54a
GCF_032445375.1	Brsri_v3	93214	Bacillus rossius redtenbacheri	RefSeq	NCBI RefSeq	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/032/445/375/GCF_032445375.1_Brsri_v3/GCF_032445375.1_Brsri_v3_genomic.gff.gz	gff	2024-02-23	2025-09-09	NCBI eukaryotic genome annotation pipeline	Gnomon; cmsearch; tRNAscan-SE	10.2	2024-02-26	b2fdc0a5fb97c4fc78cdae3d003cd828
GCF_023373825.1	ASM2337382v1	27457	Bactrocera dorsalis	RefSeq	NCBI RefSeq	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/373/825/GCF_023373825.1_ASM2337382v1/GCF_023373825.1_ASM2337382v1_genomic.gff.gz	gff	2022-06-23	2025-09-09	NCBI eukaryotic genome annotation pipeline	Best-placed RefSeq; Gnomon	10.0	2022-07-19	6a00e1642a37a5948c96c1a793f3e4fc
GCF_024586455.1	APGP_CSIRO_Bneo_wtdbg2-racon-allhic-juicebox.fasta_v2	98809	Bactrocera neohumeralis	RefSeq	NCBI RefSeq	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/586/455/GCF_024586455.1_APGP_CSIRO_Bneo_wtdbg2-racon-allhic-juicebox.fasta_v2/GCF_024586455.1_APGP_CSIRO_Bneo_wtdbg2-racon-allhic-juicebox.fasta_v2_genomic.gff.gz	gff	2022-08-30	2025-09-09	NCBI eukaryotic genome annotation pipeline	Best-placed RefSeq; Gnomon	10.0	2022-09-02	193e690f309b3866d323afdd5813a51b
