assembly_accession	assembly_name	taxon_id	organism_name	source_database	annotation_provider	access_url	file_format	release_date	retrieval_date	pipeline_name	pipeline_method	pipeline_version	last_modified_date	md5_checksum
GCA_001572075.1	ASM157207v1	245562	Acidomyces sp. 'richmondensis'	GenBank	DOE Joint Genome Institute	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/572/075/GCA_001572075.1_ASM157207v1/GCA_001572075.1_ASM157207v1_genomic.gff.gz	gff	2016-02-24	2026-01-13				2020-06-23	af77e23eaa2ffd5d322531b2883f7090
GCA_050626445.1	CSRI_AciSin_1.0	61970	Acipenser sinensis	GenBank	China Three Gorges Corporation	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/050/626/445/GCA_050626445.1_CSRI_AciSin_1.0/GCA_050626445.1_CSRI_AciSin_1.0_genomic.gff.gz	gff	2025-05-30	2026-01-13				2025-05-30	799b0678e0f132ad9ec22b08181ec89e
GCA_026419775.2	AKona_v2	1008807	Acrasis kona	GenBank	Uppsala University	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/026/419/775/GCA_026419775.2_AKona_v2/GCA_026419775.2_AKona_v2_genomic.gff.gz	gff	2024-03-26	2026-01-13				2024-07-12	3dff0652eb4a3191f98940b4410865d6
GCA_004119895.1	ASM411989v1	7906	Acipenser ruthenus	GenBank	Yangtze River Fisheries Research Institute, Chinese Academy of Fishery Sciences	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/119/895/GCA_004119895.1_ASM411989v1/GCA_004119895.1_ASM411989v1_genomic.gff.gz	gff	2019-01-30	2026-01-13				2021-09-17	a5226ad89db155751159b5d0dd6ae268
GCA_017607545.1	ASM1760754v1	2715315	Acromyrmex charruanus	GenBank	BGI	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/607/545/GCA_017607545.1_ASM1760754v1/GCA_017607545.1_ASM1760754v1_genomic.gff.gz	gff	2021-03-29	2026-01-13				2021-09-16	a778b24dcf24b3ab314c8e886860a2cc
GCA_013398685.1	ASM1339868v1	39621	Acrocephalus arundinaceus	GenBank	B10K Consortium	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/398/685/GCA_013398685.1_ASM1339868v1/GCA_013398685.1_ASM1339868v1_genomic.gff.gz	gff	2020-07-10	2026-01-13				2021-09-24	6fb9ba75ff3e14e00f9eb8f827481d5d
GCA_017607565.1	ASM1760756v1	230685	Acromyrmex heyeri	GenBank	BGI	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/607/565/GCA_017607565.1_ASM1760756v1/GCA_017607565.1_ASM1760756v1_genomic.gff.gz	gff	2021-03-29	2026-01-13				2021-09-16	bd5119b4d2cbf70627d5b36e246e8880
GCA_032359415.1	NEU_Acer_K2	6130	Acropora cervicornis	GenBank	Northeastern University	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/032/359/415/GCA_032359415.1_NEU_Acer_K2/GCA_032359415.1_NEU_Acer_K2_genomic.gff.gz	gff	2023-10-04	2026-01-13				2023-10-05	26848c032e65bf25cdc4cadacc8f27f9
GCA_015502565.1	UCR_MambBC1291	1343610	Actinomortierella ambigua	GenBank	DOE Joint Genome Institute	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/502/565/GCA_015502565.1_UCR_MambBC1291/GCA_015502565.1_UCR_MambBC1291_genomic.gff.gz	gff	2020-11-16	2026-01-13				2021-09-26	6d03300d6d43a525a4e4caa3ca061180
GCA_014362265.1	A.rufaFuchu_1.0	165716	Actinidia rufa	GenBank	Kagawa University	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/362/265/GCA_014362265.1_A.rufaFuchu_1.0/GCA_014362265.1_A.rufaFuchu_1.0_genomic.gff.gz	gff	2020-08-20	2026-01-13				2021-09-26	fc2e68f23a904b4075ef9a0730f32b6c
GCA_016098155.1	UCR_MambBC1055_1.0	1343610	Actinomortierella ambigua	GenBank	DOE Joint Genome Institute	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/098/155/GCA_016098155.1_UCR_MambBC1055_1.0/GCA_016098155.1_UCR_MambBC1055_1.0_genomic.gff.gz	gff	2020-12-16	2026-01-13				2020-12-17	d8fcfe783061cc27fbfebae47e1e260f
GCA_033675265.1	ASM3367526v1	3060491	Actinostola sp. cb2023	GenBank	BGI-SZ	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/033/675/265/GCA_033675265.1_ASM3367526v1/GCA_033675265.1_ASM3367526v1_genomic.gff.gz	gff	2023-11-15	2026-01-13				2023-11-15	ea0cdcbf18d913086ed8357e1be2d950
GCA_016098105.1	UCR_MwolfiiNRRL6351_1.0	90253	Actinomortierella wolfii	GenBank	DOE Joint Genome Institute	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/098/105/GCA_016098105.1_UCR_MwolfiiNRRL6351_1.0/GCA_016098105.1_UCR_MwolfiiNRRL6351_1.0_genomic.gff.gz	gff	2020-12-16	2026-01-13				2021-09-26	f3b8fe5eaff6f28f14c877d43c030d77
GCA_000204515.1	Aech_3.9	103372	Acromyrmex echinatior	GenBank	Beijing Genomics Institute, Shenzhen	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/204/515/GCA_000204515.1_Aech_3.9/GCA_000204515.1_Aech_3.9_genomic.gff.gz	gff	2016-07-25	2026-01-13				2019-06-10	65b7bf03c001f6ddeb96a9f60d7534bb
GCA_022343405.2	ASM2234340v2	2759587	Adiantum nelumboides	GenBank	Sun Yat-sen University	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/343/405/GCA_022343405.2_ASM2234340v2/GCA_022343405.2_ASM2234340v2_genomic.gff.gz	gff	2022-06-28	2026-01-13				2022-06-29	b1baf1457ad63caa9b2715d725645150
GCA_033296875.1	Achma1	79813	Achaetomium macrosporum	GenBank	DOE Joint Genome Institute	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/033/296/875/GCA_033296875.1_Achma1/GCA_033296875.1_Achma1_genomic.gff.gz	gff	2023-11-22	2026-01-13				2023-11-23	052eb8b48384dad5e46c9a47fb08d639
GCA_000787575.2	Asub_2.0	1410327	Acytostelium subglobosum LB1	GenBank	University of Tsukuba	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/787/575/GCA_000787575.2_Asub_2.0/GCA_000787575.2_Asub_2.0_genomic.gff.gz	gff	2014-12-22	2026-01-13				2021-09-27	371fd828fa82e29d62ecd0045194eac1
GCA_905250095.1	Ar_ARIC003_maxhap_genomic_v1	249248	Adineta ricciae	GenBank	IMPERIAL COLLEGE LONDON	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/905/250/095/GCA_905250095.1_Ar_ARIC003_maxhap_genomic_v1/GCA_905250095.1_Ar_ARIC003_maxhap_genomic_v1_genomic.gff.gz	gff	2021-03-20	2026-01-13				2021-09-16	44b00a0d47465f7064e409775c21d65e
GCA_905250035.1	As_ASTE806_reference_genomic_v1	433720	Adineta steineri	GenBank	IMPERIAL COLLEGE LONDON	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/905/250/035/GCA_905250035.1_As_ASTE806_reference_genomic_v1/GCA_905250035.1_As_ASTE806_reference_genomic_v1_genomic.gff.gz	gff	2021-03-20	2026-01-13				2021-09-16	76970ceb5ccdca72138390acf2810889
GCA_905250115.1	As_10x_pseudohap_genomic_v1	433720	Adineta steineri	GenBank	IMPERIAL COLLEGE LONDON	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/905/250/115/GCA_905250115.1_As_10x_pseudohap_genomic_v1/GCA_905250115.1_As_10x_pseudohap_genomic_v1_genomic.gff.gz	gff	2021-03-20	2026-01-13				2021-09-16	6643c0c35c3564d5a33ce78205dbf799
GCA_905250015.1	As_10x_megabubbles_genomic_v1	433720	Adineta steineri	GenBank	IMPERIAL COLLEGE LONDON	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/905/250/015/GCA_905250015.1_As_10x_megabubbles_genomic_v1/GCA_905250015.1_As_10x_megabubbles_genomic_v1_genomic.gff.gz	gff	2021-03-20	2026-01-13				2021-09-16	852228205a0a579a2254fe37d96db1f2
GCA_905250025.1	Ar_ARIC003_reference_genomic_v1	249248	Adineta ricciae	GenBank	IMPERIAL COLLEGE LONDON	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/905/250/025/GCA_905250025.1_Ar_ARIC003_reference_genomic_v1/GCA_905250025.1_Ar_ARIC003_reference_genomic_v1_genomic.gff.gz	gff	2021-03-19	2026-01-13				2023-06-19	b6b5677953cd6dd72c31f08204307ba0
GCA_905250045.1	As_ASTE804_reference_genomic_v1	433720	Adineta steineri	GenBank	IMPERIAL COLLEGE LONDON	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/905/250/045/GCA_905250045.1_As_ASTE804_reference_genomic_v1/GCA_905250045.1_As_ASTE804_reference_genomic_v1_genomic.gff.gz	gff	2021-03-20	2026-01-13				2021-09-16	fdce5d1e87b0fb346ac73391fb0fcf54
GCA_905332015.1	As_ASTE804_maxhap_genomic_v1	433720	Adineta steineri	GenBank	IMPERIAL COLLEGE LONDON	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/905/332/015/GCA_905332015.1_As_ASTE804_maxhap_genomic_v1/GCA_905332015.1_As_ASTE804_maxhap_genomic_v1_genomic.gff.gz	gff	2021-03-20	2026-01-13				2021-09-16	9b74c7d0a6358220f52fa66e410f4072
GCA_905250065.1	As_ASTE805_reference_genomic_v1	433720	Adineta steineri	GenBank	IMPERIAL COLLEGE LONDON	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/905/250/065/GCA_905250065.1_As_ASTE805_reference_genomic_v1/GCA_905250065.1_As_ASTE805_reference_genomic_v1_genomic.gff.gz	gff	2021-03-19	2026-01-13				2021-09-16	db8fb98ef672f84cf7d4c9d3a46451d8
GCA_024181965.1	APAL_1.0	2918883	Aduncisulcus paluster	GenBank	Clinical Medicine, University of Tsukuba	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/181/965/GCA_024181965.1_APAL_1.0/GCA_024181965.1_APAL_1.0_genomic.gff.gz	gff	2022-06-03	2026-01-13				2022-07-07	3300890c60631eafc6fa70ac4a7c98b1
GCA_905332045.1	As_ASTE806_maxhap_genomic_v1	433720	Adineta steineri	GenBank	IMPERIAL COLLEGE LONDON	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/905/332/045/GCA_905332045.1_As_ASTE806_maxhap_genomic_v1/GCA_905332045.1_As_ASTE806_maxhap_genomic_v1_genomic.gff.gz	gff	2021-03-20	2026-01-13				2021-09-16	5a3ec2de06c040a3c365458721f0e7d4
GCA_905332035.1	As_ASTE805_maxhap_genomic_v1	433720	Adineta steineri	GenBank	IMPERIAL COLLEGE LONDON	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/905/332/035/GCA_905332035.1_As_ASTE805_maxhap_genomic_v1/GCA_905332035.1_As_ASTE805_maxhap_genomic_v1_genomic.gff.gz	gff	2021-03-20	2026-01-13				2021-09-16	2fff68dd25b5231ba12a85e57bf70572
GCA_001444175.2	A.albopictus_v1.1	7160	Aedes albopictus	GenBank	BGI	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/444/175/GCA_001444175.2_A.albopictus_v1.1/GCA_001444175.2_A.albopictus_v1.1_genomic.gff.gz	gff	2016-02-23	2026-01-13				2021-06-13	1d77abbb74c7b7316f72a7557d1e9f9e
GCA_027627235.1	Agrocybe_chaxingu_MP-N11_reassembly	84603	Agrocybe chaxingu	GenBank	TU Dresden - IHI Zittau	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/627/235/GCA_027627235.1_Agrocybe_chaxingu_MP-N11_reassembly/GCA_027627235.1_Agrocybe_chaxingu_MP-N11_reassembly_genomic.gff.gz	gff	2023-01-10	2026-01-13				2023-01-11	ef3ec367d88425082ecf6d9c868d3487
GCA_013398125.1	ASM1339812v1	48278	Aegotheles bennettii	GenBank	B10K Consortium	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/398/125/GCA_013398125.1_ASM1339812v1/GCA_013398125.1_ASM1339812v1_genomic.gff.gz	gff	2020-07-10	2026-01-13				2021-09-24	3a85776c286ffc287a7e3d5bbf7daa3c
GCA_013398535.1	ASM1339853v1	39638	Agelaius phoeniceus	GenBank	B10K Consortium	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/398/535/GCA_013398535.1_ASM1339853v1/GCA_013398535.1_ASM1339853v1_genomic.gff.gz	gff	2020-07-10	2026-01-13				2021-09-24	c0f8044fc872ef3ef28ef2374638c122
GCA_017607455.1	ASM1760745v1	230686	Acromyrmex insinuator	GenBank	BGI	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/607/455/GCA_017607455.1_ASM1760745v1/GCA_017607455.1_ASM1760745v1_genomic.gff.gz	gff	2021-03-29	2026-01-13				2021-03-29	0aab42878a047eaa9814c0d08375d920
GCA_000004015.3	AaegL3	7159	Aedes aegypti	GenBank	VectorBase	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/004/015/GCA_000004015.3_AaegL3/GCA_000004015.3_AaegL3_genomic.gff.gz	gff	2016-07-26	2026-01-13				2021-09-24	ae0888b6e29ec29096756ffc7246bcc6
GCA_000300555.1	Agabi_varbur_1	597362	Agaricus bisporus var. burnettii JB137-S8	GenBank	JGI	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/300/555/GCA_000300555.1_Agabi_varbur_1/GCA_000300555.1_Agabi_varbur_1_genomic.gff.gz	gff	2015-03-18	2026-01-13				2021-09-26	6622cae3cace46c49fdd68475d471aba
GCA_013389925.1	ASM1338992v1	73327	Aegithalos caudatus	GenBank	B10K Consortium	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/389/925/GCA_013389925.1_ASM1338992v1/GCA_013389925.1_ASM1338992v1_genomic.gff.gz	gff	2020-07-08	2026-01-13				2021-09-24	002d96f60aacf424bd9318a0b6bbefa0
GCA_022814335.1	ASM2281433v1	443868	Agyrium rufum	GenBank	University of Graz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/814/335/GCA_022814335.1_ASM2281433v1/GCA_022814335.1_ASM2281433v1_genomic.gff.gz	gff	2022-04-04	2026-01-13				2022-04-04	30004cae3cd0c250caa96ab25483753a
GCA_013053245.1	LU_AGP_1.0	84607	Agrocybe pediades	GenBank	Lund University	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/053/245/GCA_013053245.1_LU_AGP_1.0/GCA_013053245.1_LU_AGP_1.0_genomic.gff.gz	gff	2020-05-12	2026-01-13				2020-05-12	1b5a027020e98caf73a2d98701ad9a9f
GCA_001653215.1	ASM165321v1	2714763	Akanthomyces lecanii	GenBank	University of Michigan	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/653/215/GCA_001653215.1_ASM165321v1/GCA_001653215.1_ASM165321v1_genomic.gff.gz	gff	2016-05-27	2026-01-13				2022-02-04	269e644eb915e6eefeb46170e9420509
GCA_024635365.1	ASM2463536v1	8832	Aix galericulata	GenBank	Academia Sinica	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/635/365/GCA_024635365.1_ASM2463536v1/GCA_024635365.1_ASM2463536v1_genomic.gff.gz	gff	2022-08-11	2026-01-13				2022-08-16	6fc0ab22d57c148df08314c7337ae5ef
GCA_002572855.1	Emmon_cres_4076_V1	73230	[Emmonsia] crescens	GenBank	Broad Institute	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/572/855/GCA_002572855.1_Emmon_cres_4076_V1/GCA_002572855.1_Emmon_cres_4076_V1_genomic.gff.gz	gff	2017-10-17	2026-01-13				2025-07-21	0c00a517b9235d0ac3807d0c623df926
GCA_015484485.1	Agrped1	84607	Agrocybe pediades	GenBank	DOE Joint Genome Institute	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/484/485/GCA_015484485.1_Agrped1/GCA_015484485.1_Agrped1_genomic.gff.gz	gff	2020-11-24	2026-01-13				2020-12-08	8e11b0afb6e2a204055f5e253eb9a2d1
GCA_001078535.1	ASM107853v1	65357	Albugo candida	GenBank	TSL	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/078/535/GCA_001078535.1_ASM107853v1/GCA_001078535.1_ASM107853v1_genomic.gff.gz	gff	2014-05-15	2026-01-13				2021-09-16	f842c2826a192801ddbe7b6198d5961e
GCA_000004335.1	AilMel_1.0	9646	Ailuropoda melanoleuca	GenBank	Beijing Genomics Institute, Shenzhen	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/004/335/GCA_000004335.1_AilMel_1.0/GCA_000004335.1_AilMel_1.0_genomic.gff.gz	gff	2016-07-24	2026-01-13				2021-09-29	fbaf22fc80e559e7cf01331a13188fb2
GCA_013398995.1	ASM1339899v1	670337	Alaudala cheleensis	GenBank	B10K Consortium	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/398/995/GCA_013398995.1_ASM1339899v1/GCA_013398995.1_ASM1339899v1_genomic.gff.gz	gff	2020-07-10	2026-01-13				2021-09-24	fff2f9ae4e50a497d6ffe6a40b301e3c
GCA_019788955.1	BYU_Aglo_1.0	121402	Albula glossodonta	GenBank	Brigham Young University	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/788/955/GCA_019788955.1_BYU_Aglo_1.0/GCA_019788955.1_BYU_Aglo_1.0_genomic.gff.gz	gff	2021-08-27	2026-01-13				2021-08-28	d127fc93b85fae2c8f7fc56158d8db9d
GCA_029706075.1	AAFF_1.1	143900	Aldrovandia affinis	GenBank	GenoFish	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/706/075/GCA_029706075.1_AAFF_1.1/GCA_029706075.1_AAFF_1.1_genomic.gff.gz	gff	2023-04-12	2026-01-13				2023-04-13	e9abb60cce6bdffc741cd65e597c1e8b
GCA_040437565.1	ASM4043756v1	65357	Albugo candida	GenBank	ICAR-Directorate of Rapeseed-Mustard Research	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/040/437/565/GCA_040437565.1_ASM4043756v1/GCA_040437565.1_ASM4043756v1_genomic.gff.gz	gff	2024-07-01	2026-01-13				2025-08-26	d7c53ceb24abb27f221312816921d0a9
GCA_013398245.1	ASM1339824v1	28689	Alca torda	GenBank	B10K Consortium	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/398/245/GCA_013398245.1_ASM1339824v1/GCA_013398245.1_ASM1339824v1_genomic.gff.gz	gff	2020-07-10	2026-01-13				2021-09-24	2814320c4a1cd857607d0d595779842f
GCA_013397815.1	ASM1339781v1	461220	Aleadryas rufinucha	GenBank	B10K Consortium	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/397/815/GCA_013397815.1_ASM1339781v1/GCA_013397815.1_ASM1339781v1_genomic.gff.gz	gff	2020-07-10	2026-01-13				2021-09-24	97f712cca47c6271d551b310d3313faf
GCA_015849275.1	UCR_MambNRRL28271_1.0	1343610	Actinomortierella ambigua	GenBank	DOE Joint Genome Institute	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/849/275/GCA_015849275.1_UCR_MambNRRL28271_1.0/GCA_015849275.1_UCR_MambNRRL28271_1.0_genomic.gff.gz	gff	2020-12-08	2026-01-13				2021-09-26	6b9070ab7ecdbfadb962de53d6fd1bd0
GCA_905337325.1	GTX0161_lecanoromycete	1903189	Alectoria fallacina	GenBank	Spribille Lab	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/905/337/325/GCA_905337325.1_GTX0161_lecanoromycete/GCA_905337325.1_GTX0161_lecanoromycete_genomic.gff.gz	gff	2021-03-25	2026-01-13				2021-03-27	767b7f32e098a377fd24d10eb4bf479d
GCA_027604705.1	ASM2760470v1	64504	Allomyces arbusculus	GenBank	DOE Joint Genome Institute	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/604/705/GCA_027604705.1_ASM2760470v1/GCA_027604705.1_ASM2760470v1_genomic.gff.gz	gff	2023-01-09	2026-01-13				2023-01-09	8ed8a74e98c8612056d7a6546b9327ef
GCA_027604645.1	ASM2760464v1	64505	Allomyces javanicus	GenBank	DOE Joint Genome Institute	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/604/645/GCA_027604645.1_ASM2760464v1/GCA_027604645.1_ASM2760464v1_genomic.gff.gz	gff	2023-01-09	2026-01-13				2023-01-09	0ea81057ad43a643992a7058910bdbed
GCA_013399715.1	ASM1339971v1	81907	Alectura lathami	GenBank	B10K Consortium	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/399/715/GCA_013399715.1_ASM1339971v1/GCA_013399715.1_ASM1339971v1_genomic.gff.gz	gff	2020-07-10	2026-01-13				2021-09-24	bf2508c92cabd502e163396f47566984
GCA_000281125.4	ASM28112v4	8496	Alligator mississippiensis	GenBank	International Crocodilian Genomes Working Group	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/281/125/GCA_000281125.4_ASM28112v4/GCA_000281125.4_ASM28112v4_genomic.gff.gz	gff	2016-03-28	2026-01-13				2021-09-27	c660b24b09a386a72422293cc6e11485
GCA_910591605.1	Afus1_asm01	39272	Allacma fusca	GenBank	THE UNIVERSITY OF EDINBURGH	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/910/591/605/GCA_910591605.1_Afus1_asm01/GCA_910591605.1_Afus1_asm01_genomic.gff.gz	gff	2021-08-13	2026-01-13				2023-06-20	555f03d1800d16c29028ec2fc89254c2
GCA_001572055.1	ASM157205v1	5599	Alternaria alternata	GenBank	Zhejiang University	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/572/055/GCA_001572055.1_ASM157205v1/GCA_001572055.1_ASM157205v1_genomic.gff.gz	gff	2017-06-30	2026-01-13				2020-03-19	9b9c7a6f7ba1e5ccdfd55e2ff9fe684d
GCA_001642055.1	Altal1	5599	Alternaria alternata	GenBank	DOE Joint Genome Institute	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/642/055/GCA_001642055.1_Altal1/GCA_001642055.1_Altal1_genomic.gff.gz	gff	2016-05-11	2026-01-13				2021-09-27	ba23a76ccd0d306ec8a4f12c9d92cb15
GCA_000151295.1	A_macrogynus_V3	578462	Allomyces macrogynus ATCC 38327	GenBank	Broad Institute	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/151/295/GCA_000151295.1_A_macrogynus_V3/GCA_000151295.1_A_macrogynus_V3_genomic.gff.gz	gff	2017-05-05	2026-01-13				2021-09-26	9d7b5369a6c69bcc59ca6713066ab55e
GCA_016097525.1	ASM1609752v1	5599	Alternaria alternata	GenBank	National Chung Hsing University	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/097/525/GCA_016097525.1_ASM1609752v1/GCA_016097525.1_ASM1609752v1_genomic.gff.gz	gff	2021-12-28	2026-01-13				2021-12-31	6c393d660e4ae1d9c6455c8799a35779
GCA_020736535.1	Altalt1	5599	Alternaria alternata	GenBank	DOE Joint Genome Institute	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/736/535/GCA_020736535.1_Altalt1/GCA_020736535.1_Altalt1_genomic.gff.gz	gff	2021-11-02	2026-01-13				2021-11-03	15ebe2e1176d0bc4e097dd8e45bb7834
GCA_024043155.1	ASM2404315v1	232088	Alternaria arbusti	GenBank	Cornell University	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/043/155/GCA_024043155.1_ASM2404315v1/GCA_024043155.1_ASM2404315v1_genomic.gff.gz	gff	2022-06-29	2026-01-13				2022-06-30	23460a95ed1426c418be18e323221e7f
GCA_004154755.1	ASM415475v1	5599	Alternaria alternata	GenBank	Harrison Lab NIAB-EMR	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/154/755/GCA_004154755.1_ASM415475v1/GCA_004154755.1_ASM415475v1_genomic.gff.gz	gff	2019-02-11	2026-01-13		Ab initio gene prediction: Braker 1.9 and CodingQuary 2.0; Functional annotation: Swissprot (July 2016 release) and Interproscan 5.18-57.0		2021-09-25	b38c39272698a21be34802dbf7f657a6
GCA_004155955.1	ASM415595v1	156630	Alternaria arborescens	GenBank	Harrison Lab NIAB-EMR	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/155/955/GCA_004155955.1_ASM415595v1/GCA_004155955.1_ASM415595v1_genomic.gff.gz	gff	2019-02-11	2026-01-13		Ab initio gene prediction: Braker 1.9 and CodingQuary 2.0; Functional annotation: Swissprot (July 2016 release) and Interproscan 5.18-57.0		2021-09-25	2493f06b6dfab0f7d512c1ce28820c2c
GCA_904859945.1	Alectoria_sarmentosa_Tagirdzhanova-0007_MAG	111643	Alectoria sarmentosa	GenBank	Spribille Lab	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/904/859/945/GCA_904859945.1_Alectoria_sarmentosa_Tagirdzhanova-0007_MAG/GCA_904859945.1_Alectoria_sarmentosa_Tagirdzhanova-0007_MAG_genomic.gff.gz	gff	2023-07-19	2026-01-13				2024-05-12	2828b935f6ec1a7f13203fde45fedb31
GCA_013036055.1	ASM1303605v1	1187904	Alternaria burnsii	GenBank	Northwest A&F University	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/036/055/GCA_013036055.1_ASM1303605v1/GCA_013036055.1_ASM1303605v1_genomic.gff.gz	gff	2020-09-30	2026-01-13				2020-12-21	ff4c10dc1d84e0d5fbe646e55af204c7
GCA_024043145.1	ASM2404314v1	181017	Alternaria conjuncta	GenBank	Cornell University	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/043/145/GCA_024043145.1_ASM2404314v1/GCA_024043145.1_ASM2404314v1_genomic.gff.gz	gff	2022-06-29	2026-01-13				2022-06-30	fdd01f6a93022edf656555ea46703419
GCA_004154835.1	ASM415483v1	156630	Alternaria arborescens	GenBank	Harrison Lab NIAB-EMR	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/154/835/GCA_004154835.1_ASM415483v1/GCA_004154835.1_ASM415483v1_genomic.gff.gz	gff	2019-02-11	2026-01-13		Ab initio gene prediction: Braker 1.9 and CodingQuary 2.0; Functional annotation: Swissprot (July 2016 release) and Interproscan 5.18-57.0		2021-09-25	35a07a6e942a9256c626a0c4fdc15336
GCA_023757995.1	ASM2375799v1	283354	Alternaria metachromatica	GenBank	Cornell University	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/757/995/GCA_023757995.1_ASM2375799v1/GCA_023757995.1_ASM2375799v1_genomic.gff.gz	gff	2022-06-17	2026-01-13				2022-11-26	24c8380b2558ddcac6dd8868b7fd33a1
GCA_023757985.1	ASM2375798v1	181014	Alternaria ethzedia	GenBank	Cornell University	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/757/985/GCA_023757985.1_ASM2375798v1/GCA_023757985.1_ASM2375798v1_genomic.gff.gz	gff	2022-06-17	2026-01-13				2022-11-26	481a3641bec6db68f885bf7f9ef02189
GCA_904859925.1	Alectoria_sarmentosa_X12_MAG	111643	Alectoria sarmentosa	GenBank	Spribille Lab	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/904/859/925/GCA_904859925.1_Alectoria_sarmentosa_X12_MAG/GCA_904859925.1_Alectoria_sarmentosa_X12_MAG_genomic.gff.gz	gff	2021-03-17	2026-01-13				2023-07-21	5d4cbac85243afa4454772075dda2597
